date,SP01,SP02,SP03,SP04,SP05,WS01,WS02,WS03
2020.09.15 10:58,7.89,3.13,0.96,0.96,0.59,5.08,1.54,1.92
2020.09.15 10:59,23.27,6.16,2.74,1.37,4.23,7.69,1.92,1.93
2020.09.15 11:00,9.80,1.37,3.27,7.82,1.37,2.93,13.11,0.79
2020.09.15 11:01,0.20,3.85,3.52,13.48,14.42,5.47,2.74,2.35
2020.09.15 11:02,7.03,11.33,1.37,1.55,1.92,3.91,0.59,3.32
2020.09.15 11:03,9.57,2.89,2.54,1.18,19.62,2.93,0.78,0.43
2020.09.15 11:04,8.66,2.31,3.71,1.36,3.13,5.47,0.78,2.74
2020.09.15 11:05,5.39,4.42,1.18,6.15,2.54,3.91,1.35,1.72
2020.09.15 11:06,7.62,2.50,1.76,14.26,14.81,4.62,2.35,3.91
2020.09.15 11:07,11.73,1.96,19.34,3.15,1.93,3.46,1.37,1.17
2020.09.15 11:08,9.77,1.92,0.97,15.04,2.50,5.96,1.73,3.72
2020.09.15 11:09,19.53,1.73,2.18,1.56,6.15,3.32,4.89,3.28
2020.09.15 11:10,5.19,1.92,0.59,2.34,2.31,6.73,2.75,22.89
2020.09.15 11:11,12.50,3.46,5.28,14.07,12.86,1.57,1.77,1.17
2020.09.15 11:12,10.79,3.08,1.17,8.01,1.17,1.95,17.40,2.93
2020.09.15 11:13,1.92,2.93,1.74,6.35,1.35,5.96,5.96,2.16
2020.09.15 11:14,23.63,0.77,0.20,0.38,2.50,36.73,3.53,1.35
2020.09.15 11:15,6.07,1.15,3.27,0.96,2.15,6.45,0.57,18.80
2020.09.15 11:16,8.61,3.07,7.42,13.47,12.88,3.13,1.96,1.99
2020.09.15 11:17,12.12,1.96,1.72,0.79,3.13,3.13,12.50,0.79
2020.09.15 11:18,6.45,2.30,1.92,0.38,15.44,0.77,1.18,1.54
2020.09.15 11:19,22.67,1.18,0.60,1.76,3.33,1.96,1.37,1.77
2020.09.15 11:20,11.53,1.57,0.99,1.53,1.57,3.85,1.18,0.98
2020.09.15 11:21,7.69,2.88,15.63,12.93,15.00,2.97,0.98,4.04
2020.09.15 11:22,12.12,1.54,0.22,12.70,0.98,2.93,1.38,3.73
2020.09.15 11:23,8.85,1.76,1.15,18.64,0.78,1.74,2.94,2.15
2020.09.15 11:24,20.32,1.77,1.34,0.78,1.57,16.81,0.77,1.14
2020.09.15 11:25,4.89,0.78,0.98,1.76,4.50,2.55,1.38,0.96
2020.09.15 11:26,6.15,4.10,0.76,14.07,13.29,1.96,1.37,1.14
2020.09.15 11:27,12.31,0.79,12.12,1.35,1.35,1.53,6.06,1.76
2020.09.15 11:28,5.67,0.98,1.57,2.89,2.31,4.43,2.15,2.94
2020.09.15 11:29,24.03,1.96,0.96,14.65,3.08,3.52,1.77,1.96
2020.09.15 11:30,7.03,0.78,2.93,1.77,1.96,1.76,1.96,2.15
2020.09.15 11:31,10.18,1.17,21.69,12.70,13.88,1.93,1.54,4.69
2020.09.15 11:32,6.16,3.53,2.11,1.37,1.17,6.46,14.62,2.35
2020.09.15 11:33,11.93,3.32,1.76,0.98,1.52,2.15,18.56,1.57
2020.09.15 11:34,4.89,1.54,1.76,1.37,1.18,16.41,1.48,1.38
2020.09.15 11:35,10.75,1.56,2.52,0.80,2.89,16.02,3.46,3.26
2020.09.15 11:36,9.39,3.65,9.03,13.46,13.48,13.85,1.58,17.60
2020.09.15 11:37,5.57,1.77,1.17,8.01,1.18,6.25,3.13,4.86
2020.09.15 11:38,7.62,2.89,2.36,1.18,1.54,2.35,3.46,1.93
2020.09.15 11:39,21.92,0.59,1.93,1.38,7.23,4.50,18.17,0.99
2020.09.15 11:40,7.69,17.00,2.74,6.65,0.96,1.95,0.58,1.58
2020.09.15 11:41,19.73,2.15,2.15,13.29,12.89,1.76,1.18,2.16
2020.09.15 11:42,6.26,2.35,7.67,1.55,1.37,1.18,1.92,5.78
2020.09.15 11:43,7.12,2.94,0.97,1.93,6.35,1.18,0.98,2.70
2020.09.15 11:44,8.60,3.13,0.40,4.30,1.54,3.27,16.80,1.53
2020.09.15 11:45,10.36,0.99,0.96,2.50,1.35,1.16,0.59,3.77
2020.09.15 11:46,5.77,2.93,2.31,13.68,18.36,1.35,0.40,3.13
2020.09.15 11:47,5.76,2.85,0.96,3.08,2.93,2.93,20.71,1.58
2020.09.15 11:48,7.87,2.55,14.47,1.73,13.67,2.12,2.36,2.75
2020.09.15 11:49,13.68,1.76,0.59,1.57,4.60,18.17,1.76,1.74
2020.09.15 11:50,9.23,0.96,1.17,1.93,2.31,1.38,1.16,2.50
2020.09.15 11:51,11.54,2.54,16.35,14.26,12.50,0.79,1.96,15.43
2020.09.15 11:52,6.64,2.54,2.31,2.12,2.31,3.27,1.96,27.48
2020.09.15 11:53,30.86,17.11,0.39,19.14,4.10,1.15,0.98,4.41
2020.09.15 11:54,10.75,2.74,0.59,0.79,3.07,2.64,1.33,3.17
2020.09.15 11:55,5.28,0.59,4.11,2.54,3.13,2.35,0.78,2.96
2020.09.15 11:56,8.79,2.50,0.96,13.87,15.04,2.16,0.87,2.74
2020.09.15 11:57,6.45,1.16,1.17,4.89,5.38,4.10,3.72,2.15
2020.09.15 11:58,1.35,1.35,3.66,0.77,1.57,3.91,18.17,1.73
2020.09.15 11:59,22.27,1.96,1.18,1.57,2.88,4.81,1.95,1.37
2020.09.15 12:00,7.96,2.50,0.97,27.54,0.96,3.27,0.40,0.39
2020.09.15 12:01,2.31,5.08,18.96,12.89,12.11,4.10,1.57,3.71
2020.09.15 12:02,9.97,6.06,5.09,2.12,1.93,3.72,1.37,1.33
2020.09.15 12:03,8.66,1.37,3.27,0.40,2.15,2.93,3.72,4.04
2020.09.15 12:04,10.77,0.59,0.98,0.78,1.92,20.19,2.35,16.24
2020.09.15 12:05,5.91,0.96,0.98,2.12,3.65,1.57,2.54,6.31
2020.09.15 12:06,8.20,2.94,0.98,14.26,13.85,5.28,1.37,3.92
2020.09.15 12:07,8.59,3.27,0.79,1.18,1.76,1.66,0.59,4.81
2020.09.15 12:08,5.08,1.18,1.16,0.40,1.35,2.12,1.76,4.69
2020.09.15 12:09,18.16,3.13,0.77,4.49,3.84,6.06,1.96,19.03
2020.09.15 12:10,4.23,1.17,2.31,10.96,0.39,2.35,0.78,3.06
2020.09.15 12:11,8.79,2.31,2.69,14.49,13.09,6.45,0.98,6.07
2020.09.15 12:12,4.81,2.30,8.21,2.94,0.59,1.96,1.38,6.06
2020.09.15 12:13,6.26,1.56,1.53,1.18,0.98,3.91,1.17,1.52
2020.09.15 12:14,7.69,1.15,2.74,1.74,0.79,5.86,0.96,0.59
2020.09.15 12:15,6.25,0.79,0.59,5.39,2.93,2.93,2.15,1.73
2020.09.15 12:16,12.31,3.08,2.35,16.22,13.28,4.89,1.76,5.11
2020.09.15 12:17,4.69,1.18,1.96,2.47,3.32,4.03,1.76,4.51
2020.09.15 12:18,7.03,2.74,1.18,11.18,1.96,0.20,17.39,3.72
2020.09.15 12:19,20.58,0.98,3.72,1.76,11.54,14.06,13.28,1.97
2020.09.15 12:20,6.80,2.70,0.40,2.82,13.09,0.96,1.93,1.96
2020.09.15 12:21,9.38,3.32,0.97,12.90,13.08,0.78,1.35,3.91
2020.09.15 12:22,7.43,4.30,2.94,1.96,2.74,2.89,0.98,5.21
2020.09.15 12:23,8.46,0.00,0.59,0.97,1.74,1.57,1.57,0.72
2020.09.15 12:24,21.48,1.35,0.58,1.16,1.37,2.12,1.73,1.96
2020.09.15 12:25,5.08,0.98,0.39,0.96,0.77,0.98,0.79,1.32
2020.09.15 12:26,8.07,2.31,0.96,14.41,14.81,3.52,2.55,3.66
2020.09.15 12:27,4.30,1.96,1.35,0.97,0.78,1.73,15.24,15.63
2020.09.15 12:28,0.59,1.37,0.39,0.97,11.91,2.15,1.92,1.26
